date,wm_yr_wk,weekday,wday,month,year,d
2014-01-03,11349,Friday,7,1,2014,d_1071
2014-01-04,11350,Saturday,1,1,2014,d_1072
2014-01-05,11350,Sunday,2,1,2014,d_1073
2014-01-06,11350,Monday,3,1,2014,d_1074
2014-01-07,11350,Tuesday,4,1,2014,d_1075
2014-01-08,11350,Wednesday,5,1,2014,d_1076
2014-01-09,11350,Thursday,6,1,2014,d_1077
2014-01-10,11350,Friday,7,1,2014,d_1078
2014-01-11,11351,Saturday,1,1,2014,d_1079
2014-01-12,11351,Sunday,2,1,2014,d_1080
2014-01-13,11351,Monday,3,1,2014,d_1081
2014-01-14,11351,Tuesday,4,1,2014,d_1082
2014-01-15,11351,Wednesday,5,1,2014,d_1083
2014-01-16,11351,Thursday,6,1,2014,d_1084
2014-01-17,11351,Friday,7,1,2014,d_1085
2014-01-18,11352,Saturday,1,1,2014,d_1086
2014-01-19,11352,Sunday,2,1,2014,d_1087
2014-01-20,11352,Monday,3,1,2014,d_1088
2014-01-21,11352,Tuesday,4,1,2014,d_1089
2014-01-22,11352,Wednesday,5,1,2014,d_1090
2014-01-23,11352,Thursday,6,1,2014,d_1091
2014-01-24,11352,Friday,7,1,2014,d_1092
2014-01-25,11353,Saturday,1,1,2014,d_1093
2014-01-26,11353,Sunday,2,1,2014,d_1094
2014-01-27,11353,Monday,3,1,2014,d_1095
2014-01-28,11353,Tuesday,4,1,2014,d_1096
2014-01-29,11353,Wednesday,5,1,2014,d_1097
2014-01-30,11353,Thursday,6,1,2014,d_1098
2014-01-31,11353,Friday,7,1,2014,d_1099
2014-02-01,11401,Saturday,1,2,2014,d_1100
2014-02-02,11401,Sunday,2,2,2014,d_1101
2014-02-03,11401,Monday,3,2,2014,d_1102
2014-02-04,11401,Tuesday,4,2,2014,d_1103
2014-02-05,11401,Wednesday,5,2,2014,d_1104
2014-02-06,11401,Thursday,6,2,2014,d_1105
2014-02-07,11401,Friday,7,2,2014,d_1106
2014-02-08,11402,Saturday,1,2,2014,d_1107
2014-02-09,11402,Sunday,2,2,2014,d_1108
2014-02-10,11402,Monday,3,2,2014,d_1109
2014-02-11,11402,Tuesday,4,2,2014,d_1110
2014-02-12,11402,Wednesday,5,2,2014,d_1111
2014-02-13,11402,Thursday,6,2,2014,d_1112
2014-02-14,11402,Friday,7,2,2014,d_1113
2014-02-15,11403,Saturday,1,2,2014,d_1114
2014-02-16,11403,Sunday,2,2,2014,d_1115
2014-02-17,11403,Monday,3,2,2014,d_1116
2014-02-18,11403,Tuesday,4,2,2014,d_1117
2014-02-19,11403,Wednesday,5,2,2014,d_1118
2014-02-20,11403,Thursday,6,2,2014,d_1119
2014-02-21,11403,Friday,7,2,2014,d_1120
2014-02-22,11404,Saturday,1,2,2014,d_1121
2014-02-23,11404,Sunday,2,2,2014,d_1122
2014-02-24,11404,Monday,3,2,2014,d_1123
2014-02-25,11404,Tuesday,4,2,2014,d_1124
2014-02-26,11404,Wednesday,5,2,2014,d_1125
2014-02-27,11404,Thursday,6,2,2014,d_1126
2014-02-28,11404,Friday,7,2,2014,d_1127
2014-03-01,11405,Saturday,1,3,2014,d_1128
2014-03-02,11405,Sunday,2,3,2014,d_1129
2014-03-03,11405,Monday,3,3,2014,d_1130
2014-03-04,11405,Tuesday,4,3,2014,d_1131
2014-03-05,11405,Wednesday,5,3,2014,d_1132
2014-03-06,11405,Thursday,6,3,2014,d_1133
2014-03-07,11405,Friday,7,3,2014,d_1134
2014-03-08,11406,Saturday,1,3,2014,d_1135
2014-03-09,11406,Sunday,2,3,2014,d_1136
2014-03-10,11406,Monday,3,3,2014,d_1137
2014-03-11,11406,Tuesday,4,3,2014,d_1138
2014-03-12,11406,Wednesday,5,3,2014,d_1139
2014-03-13,11406,Thursday,6,3,2014,d_1140
2014-03-14,11406,Friday,7,3,2014,d_1141
2014-03-15,11407,Saturday,1,3,2014,d_1142
2014-03-16,11407,Sunday,2,3,2014,d_1143
2014-03-17,11407,Monday,3,3,2014,d_1144
2014-03-18,11407,Tuesday,4,3,2014,d_1145
2014-03-19,11407,Wednesday,5,3,2014,d_1146
2014-03-20,11407,Thursday,6,3,2014,d_1147
2014-03-21,11407,Friday,7,3,2014,d_1148
2014-03-22,11408,Saturday,1,3,2014,d_1149
2014-03-23,11408,Sunday,2,3,2014,d_1150
2014-03-24,11408,Monday,3,3,2014,d_1151
2014-03-25,11408,Tuesday,4,3,2014,d_1152
2014-03-26,11408,Wednesday,5,3,2014,d_1153
2014-03-27,11408,Thursday,6,3,2014,d_1154
2014-03-28,11408,Friday,7,3,2014,d_1155
2014-03-29,11409,Saturday,1,3,2014,d_1156
2014-03-30,11409,Sunday,2,3,2014,d_1157
2014-03-31,11409,Monday,3,3,2014,d_1158
2014-04-01,11409,Tuesday,4,4,2014,d_1159
2014-04-02,11409,Wednesday,5,4,2014,d_1160
2014-04-03,11409,Thursday,6,4,2014,d_1161
2014-04-04,11409,Friday,7,4,2014,d_1162
2014-04-05,11410,Saturday,1,4,2014,d_1163
2014-04-06,11410,Sunday,2,4,2014,d_1164
2014-04-07,11410,Monday,3,4,2014,d_1165
2014-04-08,11410,Tuesday,4,4,2014,d_1166
2014-04-09,11410,Wednesday,5,4,2014,d_1167
2014-04-10,11410,Thursday,6,4,2014,d_1168
2014-04-11,11410,Friday,7,4,2014,d_1169
2014-04-12,11411,Saturday,1,4,2014,d_1170
2014-04-13,11411,Sunday,2,4,2014,d_1171
2014-04-14,11411,Monday,3,4,2014,d_1172
2014-04-15,11411,Tuesday,4,4,2014,d_1173
2014-04-16,11411,Wednesday,5,4,2014,d_1174
2014-04-17,11411,Thursday,6,4,2014,d_1175
2014-04-18,11411,Friday,7,4,2014,d_1176
2014-04-19,11412,Saturday,1,4,2014,d_1177
2014-04-20,11412,Sunday,2,4,2014,d_1178
2014-04-21,11412,Monday,3,4,2014,d_1179
2014-04-22,11412,Tuesday,4,4,2014,d_1180
2014-04-23,11412,Wednesday,5,4,2014,d_1181
2014-04-24,11412,Thursday,6,4,2014,d_1182
2014-04-25,11412,Friday,7,4,2014,d_1183
2014-04-26,11413,Saturday,1,4,2014,d_1184
2014-04-27,11413,Sunday,2,4,2014,d_1185
2014-04-28,11413,Monday,3,4,2014,d_1186
2014-04-29,11413,Tuesday,4,4,2014,d_1187
2014-04-30,11413,Wednesday,5,4,2014,d_1188
2014-05-01,11413,Thursday,6,5,2014,d_1189
2014-05-02,11413,Friday,7,5,2014,d_1190
2014-05-03,11414,Saturday,1,5,2014,d_1191
2014-05-04,11414,Sunday,2,5,2014,d_1192
2014-05-05,11414,Monday,3,5,2014,d_1193
2014-05-06,11414,Tuesday,4,5,2014,d_1194
2014-05-07,11414,Wednesday,5,5,2014,d_1195
2014-05-08,11414,Thursday,6,5,2014,d_1196
2014-05-09,11414,Friday,7,5,2014,d_1197
2014-05-10,11415,Saturday,1,5,2014,d_1198
2014-05-11,11415,Sunday,2,5,2014,d_1199
2014-05-12,11415,Monday,3,5,2014,d_1200
2014-05-13,11415,Tuesday,4,5,2014,d_1201
2014-05-14,11415,Wednesday,5,5,2014,d_1202
2014-05-15,11415,Thursday,6,5,2014,d_1203
2014-05-16,11415,Friday,7,5,2014,d_1204
2014-05-17,11416,Saturday,1,5,2014,d_1205
2014-05-18,11416,Sunday,2,5,2014,d_1206
2014-05-19,11416,Monday,3,5,2014,d_1207
2014-05-20,11416,Tuesday,4,5,2014,d_1208
2014-05-21,11416,Wednesday,5,5,2014,d_1209
2014-05-22,11416,Thursday,6,5,2014,d_1210
2014-05-23,11416,Friday,7,5,2014,d_1211
2014-05-24,11417,Saturday,1,5,2014,d_1212
2014-05-25,11417,Sunday,2,5,2014,d_1213
2014-05-26,11417,Monday,3,5,2014,d_1214
2014-05-27,11417,Tuesday,4,5,2014,d_1215
2014-05-28,11417,Wednesday,5,5,2014,d_1216
2014-05-29,11417,Thursday,6,5,2014,d_1217
2014-05-30,11417,Friday,7,5,2014,d_1218
2014-05-31,11418,Saturday,1,5,2014,d_1219
2014-06-01,11418,Sunday,2,6,2014,d_1220
2014-06-02,11418,Monday,3,6,2014,d_1221
2014-06-03,11418,Tuesday,4,6,2014,d_1222
2014-06-04,11418,Wednesday,5,6,2014,d_1223
2014-06-05,11418,Thursday,6,6,2014,d_1224
2014-06-06,11418,Friday,7,6,2014,d_1225
2014-06-07,11419,Saturday,1,6,2014,d_1226
2014-06-08,11419,Sunday,2,6,2014,d_1227
2014-06-09,11419,Monday,3,6,2014,d_1228
2014-06-10,11419,Tuesday,4,6,2014,d_1229
2014-06-11,11419,Wednesday,5,6,2014,d_1230
2014-06-12,11419,Thursday,6,6,2014,d_1231
2014-06-13,11419,Friday,7,6,2014,d_1232
2014-06-14,11420,Saturday,1,6,2014,d_1233
2014-06-15,11420,Sunday,2,6,2014,d_1234
2014-06-16,11420,Monday,3,6,2014,d_1235
2014-06-17,11420,Tuesday,4,6,2014,d_1236
2014-06-18,11420,Wednesday,5,6,2014,d_1237
2014-06-19,11420,Thursday,6,6,2014,d_1238
2014-06-20,11420,Friday,7,6,2014,d_1239
2014-06-21,11421,Saturday,1,6,2014,d_1240
2014-06-22,11421,Sunday,2,6,2014,d_1241
2014-06-23,11421,Monday,3,6,2014,d_1242
2014-06-24,11421,Tuesday,4,6,2014,d_1243
2014-06-25,11421,Wednesday,5,6,2014,d_1244
2014-06-26,11421,Thursday,6,6,2014,d_1245
2014-06-27,11421,Friday,7,6,2014,d_1246
2014-06-28,11422,Saturday,1,6,2014,d_1247
2014-06-29,11422,Sunday,2,6,2014,d_1248
2014-06-30,11422,Monday,3,6,2014,d_1249
2014-07-01,11422,Tuesday,4,7,2014,d_1250
2014-07-02,11422,Wednesday,5,7,2014,d_1251
2014-07-03,11422,Thursday,6,7,2014,d_1252
2014-07-04,11422,Friday,7,7,2014,d_1253
2014-07-05,11423,Saturday,1,7,2014,d_1254
2014-07-06,11423,Sunday,2,7,2014,d_1255
2014-07-07,11423,Monday,3,7,2014,d_1256
2014-07-08,11423,Tuesday,4,7,2014,d_1257
2014-07-09,11423,Wednesday,5,7,2014,d_1258
2014-07-10,11423,Thursday,6,7,2014,d_1259
2014-07-11,11423,Friday,7,7,2014,d_1260
2014-07-12,11424,Saturday,1,7,2014,d_1261
2014-07-13,11424,Sunday,2,7,2014,d_1262
2014-07-14,11424,Monday,3,7,2014,d_1263
2014-07-15,11424,Tuesday,4,7,2014,d_1264
2014-07-16,11424,Wednesday,5,7,2014,d_1265
2014-07-17,11424,Thursday,6,7,2014,d_1266
2014-07-18,11424,Friday,7,7,2014,d_1267
2014-07-19,11425,Saturday,1,7,2014,d_1268
2014-07-20,11425,Sunday,2,7,2014,d_1269
2014-07-21,11425,Monday,3,7,2014,d_1270
2014-07-22,11425,Tuesday,4,7,2014,d_1271
2014-07-23,11425,Wednesday,5,7,2014,d_1272
2014-07-24,11425,Thursday,6,7,2014,d_1273
2014-07-25,11425,Friday,7,7,2014,d_1274
2014-07-26,11426,Saturday,1,7,2014,d_1275
2014-07-27,11426,Sunday,2,7,2014,d_1276
2014-07-28,11426,Monday,3,7,2014,d_1277
2014-07-29,11426,Tuesday,4,7,2014,d_1278
2014-07-30,11426,Wednesday,5,7,2014,d_1279
2014-07-31,11426,Thursday,6,7,2014,d_1280
2014-08-01,11426,Friday,7,8,2014,d_1281
2014-08-02,11427,Saturday,1,8,2014,d_1282
2014-08-03,11427,Sunday,2,8,2014,d_1283
2014-08-04,11427,Monday,3,8,2014,d_1284
2014-08-05,11427,Tuesday,4,8,2014,d_1285
2014-08-06,11427,Wednesday,5,8,2014,d_1286
2014-08-07,11427,Thursday,6,8,2014,d_1287
2014-08-08,11427,Friday,7,8,2014,d_1288
2014-08-09,11428,Saturday,1,8,2014,d_1289
2014-08-10,11428,Sunday,2,8,2014,d_1290
2014-08-11,11428,Monday,3,8,2014,d_1291
2014-08-12,11428,Tuesday,4,8,2014,d_1292
2014-08-13,11428,Wednesday,5,8,2014,d_1293
2014-08-14,11428,Thursday,6,8,2014,d_1294
2014-08-15,11428,Friday,7,8,2014,d_1295
2014-08-16,11429,Saturday,1,8,2014,d_1296
2014-08-17,11429,Sunday,2,8,2014,d_1297
2014-08-18,11429,Monday,3,8,2014,d_1298
2014-08-19,11429,Tuesday,4,8,2014,d_1299
2014-08-20,11429,Wednesday,5,8,2014,d_1300
2014-08-21,11429,Thursday,6,8,2014,d_1301
2014-08-22,11429,Friday,7,8,2014,d_1302
2014-08-23,11430,Saturday,1,8,2014,d_1303
2014-08-24,11430,Sunday,2,8,2014,d_1304
2014-08-25,11430,Monday,3,8,2014,d_1305
2014-08-26,11430,Tuesday,4,8,2014,d_1306
2014-08-27,11430,Wednesday,5,8,2014,d_1307
2014-08-28,11430,Thursday,6,8,2014,d_1308
2014-08-29,11430,Friday,7,8,2014,d_1309
2014-08-30,11431,Saturday,1,8,2014,d_1310
2014-08-31,11431,Sunday,2,8,2014,d_1311
2014-09-01,11431,Monday,3,9,2014,d_1312
2014-09-02,11431,Tuesday,4,9,2014,d_1313
2014-09-03,11431,Wednesday,5,9,2014,d_1314
2014-09-04,11431,Thursday,6,9,2014,d_1315
2014-09-05,11431,Friday,7,9,2014,d_1316
2014-09-06,11432,Saturday,1,9,2014,d_1317
2014-09-07,11432,Sunday,2,9,2014,d_1318
2014-09-08,11432,Monday,3,9,2014,d_1319
2014-09-09,11432,Tuesday,4,9,2014,d_1320
2014-09-10,11432,Wednesday,5,9,2014,d_1321
2014-09-11,11432,Thursday,6,9,2014,d_1322
2014-09-12,11432,Friday,7,9,2014,d_1323
2014-09-13,11433,Saturday,1,9,2014,d_1324
2014-09-14,11433,Sunday,2,9,2014,d_1325
2014-09-15,11433,Monday,3,9,2014,d_1326
2014-09-16,11433,Tuesday,4,9,2014,d_1327
2014-09-17,11433,Wednesday,5,9,2014,d_1328
2014-09-18,11433,Thursday,6,9,2014,d_1329
2014-09-19,11433,Friday,7,9,2014,d_1330
2014-09-20,11434,Saturday,1,9,2014,d_1331
2014-09-21,11434,Sunday,2,9,2014,d_1332
2014-09-22,11434,Monday,3,9,2014,d_1333
2014-09-23,11434,Tuesday,4,9,2014,d_1334
2014-09-24,11434,Wednesday,5,9,2014,d_1335
2014-09-25,11434,Thursday,6,9,2014,d_1336
2014-09-26,11434,Friday,7,9,2014,d_1337
2014-09-27,11435,Saturday,1,9,2014,d_1338
2014-09-28,11435,Sunday,2,9,2014,d_1339
2014-09-29,11435,Monday,3,9,2014,d_1340
2014-09-30,11435,Tuesday,4,9,2014,d_1341
2014-10-01,11435,Wednesday,5,10,2014,d_1342
2014-10-02,11435,Thursday,6,10,2014,d_1343
2014-10-03,11435,Friday,7,10,2014,d_1344
2014-10-04,11436,Saturday,1,10,2014,d_1345
2014-10-05,11436,Sunday,2,10,2014,d_1346
2014-10-06,11436,Monday,3,10,2014,d_1347
2014-10-07,11436,Tuesday,4,10,2014,d_1348
2014-10-08,11436,Wednesday,5,10,2014,d_1349
2014-10-09,11436,Thursday,6,10,2014,d_1350
2014-10-10,11436,Friday,7,10,2014,d_1351
2014-10-11,11437,Saturday,1,10,2014,d_1352
2014-10-12,11437,Sunday,2,10,2014,d_1353
2014-10-13,11437,Monday,3,10,2014,d_1354
2014-10-14,11437,Tuesday,4,10,2014,d_1355
2014-10-15,11437,Wednesday,5,10,2014,d_1356
2014-10-16,11437,Thursday,6,10,2014,d_1357
2014-10-17,11437,Friday,7,10,2014,d_1358
2014-10-18,11438,Saturday,1,10,2014,d_1359
2014-10-19,11438,Sunday,2,10,2014,d_1360
2014-10-20,11438,Monday,3,10,2014,d_1361
2014-10-21,11438,Tuesday,4,10,2014,d_1362
2014-10-22,11438,Wednesday,5,10,2014,d_1363
2014-10-23,11438,Thursday,6,10,2014,d_1364
2014-10-24,11438,Friday,7,10,2014,d_1365
2014-10-25,11439,Saturday,1,10,2014,d_1366
2014-10-26,11439,Sunday,2,10,2014,d_1367
2014-10-27,11439,Monday,3,10,2014,d_1368
2014-10-28,11439,Tuesday,4,10,2014,d_1369
2014-10-29,11439,Wednesday,5,10,2014,d_1370
2014-10-30,11439,Thursday,6,10,2014,d_1371
2014-10-31,11439,Friday,7,10,2014,d_1372
2014-11-01,11440,Saturday,1,11,2014,d_1373
2014-11-02,11440,Sunday,2,11,2014,d_1374
2014-11-03,11440,Monday,3,11,2014,d_1375
2014-11-04,11440,Tuesday,4,11,2014,d_1376
2014-11-05,11440,Wednesday,5,11,2014,d_1377
2014-11-06,11440,Thursday,6,11,2014,d_1378
2014-11-07,11440,Friday,7,11,2014,d_1379
2014-11-08,11441,Saturday,1,11,2014,d_1380
2014-11-09,11441,Sunday,2,11,2014,d_1381
2014-11-10,11441,Monday,3,11,2014,d_1382
2014-11-11,11441,Tuesday,4,11,2014,d_1383
2014-11-12,11441,Wednesday,5,11,2014,d_1384
2014-11-13,11441,Thursday,6,11,2014,d_1385
2014-11-14,11441,Friday,7,11,2014,d_1386
2014-11-15,11442,Saturday,1,11,2014,d_1387
2014-11-16,11442,Sunday,2,11,2014,d_1388
2014-11-17,11442,Monday,3,11,2014,d_1389
2014-11-18,11442,Tuesday,4,11,2014,d_1390
2014-11-19,11442,Wednesday,5,11,2014,d_1391
2014-11-20,11442,Thursday,6,11,2014,d_1392
2014-11-21,11442,Friday,7,11,2014,d_1393
2014-11-22,11443,Saturday,1,11,2014,d_1394
2014-11-23,11443,Sunday,2,11,2014,d_1395
2014-11-24,11443,Monday,3,11,2014,d_1396
2014-11-25,11443,Tuesday,4,11,2014,d_1397
2014-11-26,11443,Wednesday,5,11,2014,d_1398
2014-11-27,11443,Thursday,6,11,2014,d_1399
2014-11-28,11443,Friday,7,11,2014,d_1400
2014-11-29,11444,Saturday,1,11,2014,d_1401
2014-11-30,11444,Sunday,2,11,2014,d_1402
2014-12-01,11444,Monday,3,12,2014,d_1403
2014-12-02,11444,Tuesday,4,12,2014,d_1404
2014-12-03,11444,Wednesday,5,12,2014,d_1405
2014-12-04,11444,Thursday,6,12,2014,d_1406
2014-12-05,11444,Friday,7,12,2014,d_1407
2014-12-06,11445,Saturday,1,12,2014,d_1408
2014-12-07,11445,Sunday,2,12,2014,d_1409
2014-12-08,11445,Monday,3,12,2014,d_1410
2014-12-09,11445,Tuesday,4,12,2014,d_1411
2014-12-10,11445,Wednesday,5,12,2014,d_1412
2014-12-11,11445,Thursday,6,12,2014,d_1413
2014-12-12,11445,Friday,7,12,2014,d_1414
2014-12-13,11446,Saturday,1,12,2014,d_1415
2014-12-14,11446,Sunday,2,12,2014,d_1416
2014-12-15,11446,Monday,3,12,2014,d_1417
2014-12-16,11446,Tuesday,4,12,2014,d_1418
2014-12-17,11446,Wednesday,5,12,2014,d_1419
2014-12-18,11446,Thursday,6,12,2014,d_1420
2014-12-19,11446,Friday,7,12,2014,d_1421
2014-12-20,11447,Saturday,1,12,2014,d_1422
2014-12-21,11447,Sunday,2,12,2014,d_1423
2014-12-22,11447,Monday,3,12,2014,d_1424
2014-12-23,11447,Tuesday,4,12,2014,d_1425
2014-12-24,11447,Wednesday,5,12,2014,d_1426
2014-12-25,11447,Thursday,6,12,2014,d_1427
2014-12-26,11447,Friday,7,12,2014,d_1428
2014-12-27,11448,Saturday,1,12,2014,d_1429
2014-12-28,11448,Sunday,2,12,2014,d_1430
2014-12-29,11448,Monday,3,12,2014,d_1431
2014-12-30,11448,Tuesday,4,12,2014,d_1432
2014-12-31,11448,Wednesday,5,12,2014,d_1433
2015-01-01,11448,Thursday,6,1,2015,d_1434
2015-01-02,11448,Friday,7,1,2015,d_1435
2015-01-03,11449,Saturday,1,1,2015,d_1436
2015-01-04,11449,Sunday,2,1,2015,d_1437
2015-01-05,11449,Monday,3,1,2015,d_1438
2015-01-06,11449,Tuesday,4,1,2015,d_1439
2015-01-07,11449,Wednesday,5,1,2015,d_1440
2015-01-08,11449,Thursday,6,1,2015,d_1441
2015-01-09,11449,Friday,7,1,2015,d_1442
2015-01-10,11450,Saturday,1,1,2015,d_1443
2015-01-11,11450,Sunday,2,1,2015,d_1444
2015-01-12,11450,Monday,3,1,2015,d_1445
2015-01-13,11450,Tuesday,4,1,2015,d_1446
2015-01-14,11450,Wednesday,5,1,2015,d_1447
2015-01-15,11450,Thursday,6,1,2015,d_1448
2015-01-16,11450,Friday,7,1,2015,d_1449
2015-01-17,11451,Saturday,1,1,2015,d_1450
2015-01-18,11451,Sunday,2,1,2015,d_1451
2015-01-19,11451,Monday,3,1,2015,d_1452
2015-01-20,11451,Tuesday,4,1,2015,d_1453
2015-01-21,11451,Wednesday,5,1,2015,d_1454
2015-01-22,11451,Thursday,6,1,2015,d_1455
2015-01-23,11451,Friday,7,1,2015,d_1456
2015-01-24,11452,Saturday,1,1,2015,d_1457
2015-01-25,11452,Sunday,2,1,2015,d_1458
2015-01-26,11452,Monday,3,1,2015,d_1459
2015-01-27,11452,Tuesday,4,1,2015,d_1460
2015-01-28,11452,Wednesday,5,1,2015,d_1461
2015-01-29,11452,Thursday,6,1,2015,d_1462
2015-01-30,11452,Friday,7,1,2015,d_1463
2015-01-31,11501,Saturday,1,1,2015,d_1464
2015-02-01,11501,Sunday,2,2,2015,d_1465
2015-02-02,11501,Monday,3,2,2015,d_1466
2015-02-03,11501,Tuesday,4,2,2015,d_1467
2015-02-04,11501,Wednesday,5,2,2015,d_1468
2015-02-05,11501,Thursday,6,2,2015,d_1469
2015-02-06,11501,Friday,7,2,2015,d_1470
2015-02-07,11502,Saturday,1,2,2015,d_1471
2015-02-08,11502,Sunday,2,2,2015,d_1472
2015-02-09,11502,Monday,3,2,2015,d_1473
2015-02-10,11502,Tuesday,4,2,2015,d_1474
2015-02-11,11502,Wednesday,5,2,2015,d_1475
2015-02-12,11502,Thursday,6,2,2015,d_1476
2015-02-13,11502,Friday,7,2,2015,d_1477
2015-02-14,11503,Saturday,1,2,2015,d_1478
2015-02-15,11503,Sunday,2,2,2015,d_1479
2015-02-16,11503,Monday,3,2,2015,d_1480
2015-02-17,11503,Tuesday,4,2,2015,d_1481
2015-02-18,11503,Wednesday,5,2,2015,d_1482
2015-02-19,11503,Thursday,6,2,2015,d_1483
2015-02-20,11503,Friday,7,2,2015,d_1484
2015-02-21,11504,Saturday,1,2,2015,d_1485
2015-02-22,11504,Sunday,2,2,2015,d_1486
2015-02-23,11504,Monday,3,2,2015,d_1487
2015-02-24,11504,Tuesday,4,2,2015,d_1488
2015-02-25,11504,Wednesday,5,2,2015,d_1489
2015-02-26,11504,Thursday,6,2,2015,d_1490
2015-02-27,11504,Friday,7,2,2015,d_1491
2015-02-28,11505,Saturday,1,2,2015,d_1492
2015-03-01,11505,Sunday,2,3,2015,d_1493
2015-03-02,11505,Monday,3,3,2015,d_1494
2015-03-03,11505,Tuesday,4,3,2015,d_1495
2015-03-04,11505,Wednesday,5,3,2015,d_1496
2015-03-05,11505,Thursday,6,3,2015,d_1497
2015-03-06,11505,Friday,7,3,2015,d_1498
2015-03-07,11506,Saturday,1,3,2015,d_1499
2015-03-08,11506,Sunday,2,3,2015,d_1500
2015-03-09,11506,Monday,3,3,2015,d_1501
2015-03-10,11506,Tuesday,4,3,2015,d_1502
2015-03-11,11506,Wednesday,5,3,2015,d_1503
2015-03-12,11506,Thursday,6,3,2015,d_1504
2015-03-13,11506,Friday,7,3,2015,d_1505
2015-03-14,11507,Saturday,1,3,2015,d_1506
2015-03-15,11507,Sunday,2,3,2015,d_1507
2015-03-16,11507,Monday,3,3,2015,d_1508
2015-03-17,11507,Tuesday,4,3,2015,d_1509
2015-03-18,11507,Wednesday,5,3,2015,d_1510
2015-03-19,11507,Thursday,6,3,2015,d_1511
2015-03-20,11507,Friday,7,3,2015,d_1512
2015-03-21,11508,Saturday,1,3,2015,d_1513
2015-03-22,11508,Sunday,2,3,2015,d_1514
2015-03-23,11508,Monday,3,3,2015,d_1515
2015-03-24,11508,Tuesday,4,3,2015,d_1516
2015-03-25,11508,Wednesday,5,3,2015,d_1517
2015-03-26,11508,Thursday,6,3,2015,d_1518
2015-03-27,11508,Friday,7,3,2015,d_1519
2015-03-28,11509,Saturday,1,3,2015,d_1520
2015-03-29,11509,Sunday,2,3,2015,d_1521
2015-03-30,11509,Monday,3,3,2015,d_1522
2015-03-31,11509,Tuesday,4,3,2015,d_1523
2015-04-01,11509,Wednesday,5,4,2015,d_1524
2015-04-02,11509,Thursday,6,4,2015,d_1525
2015-04-03,11509,Friday,7,4,2015,d_1526
2015-04-04,11510,Saturday,1,4,2015,d_1527
2015-04-05,11510,Sunday,2,4,2015,d_1528
2015-04-06,11510,Monday,3,4,2015,d_1529
2015-04-07,11510,Tuesday,4,4,2015,d_1530
2015-04-08,11510,Wednesday,5,4,2015,d_1531
2015-04-09,11510,Thursday,6,4,2015,d_1532
2015-04-10,11510,Friday,7,4,2015,d_1533
2015-04-11,11511,Saturday,1,4,2015,d_1534
2015-04-12,11511,Sunday,2,4,2015,d_1535
2015-04-13,11511,Monday,3,4,2015,d_1536
2015-04-14,11511,Tuesday,4,4,2015,d_1537
2015-04-15,11511,Wednesday,5,4,2015,d_1538
2015-04-16,11511,Thursday,6,4,2015,d_1539
2015-04-17,11511,Friday,7,4,2015,d_1540
2015-04-18,11512,Saturday,1,4,2015,d_1541
2015-04-19,11512,Sunday,2,4,2015,d_1542
2015-04-20,11512,Monday,3,4,2015,d_1543
2015-04-21,11512,Tuesday,4,4,2015,d_1544
2015-04-22,11512,Wednesday,5,4,2015,d_1545
2015-04-23,11512,Thursday,6,4,2015,d_1546
2015-04-24,11512,Friday,7,4,2015,d_1547
2015-04-25,11513,Saturday,1,4,2015,d_1548
2015-04-26,11513,Sunday,2,4,2015,d_1549
2015-04-27,11513,Monday,3,4,2015,d_1550
2015-04-28,11513,Tuesday,4,4,2015,d_1551
2015-04-29,11513,Wednesday,5,4,2015,d_1552
2015-04-30,11513,Thursday,6,4,2015,d_1553
2015-05-01,11513,Friday,7,5,2015,d_1554
2015-05-02,11514,Saturday,1,5,2015,d_1555
2015-05-03,11514,Sunday,2,5,2015,d_1556
2015-05-04,11514,Monday,3,5,2015,d_1557
2015-05-05,11514,Tuesday,4,5,2015,d_1558
2015-05-06,11514,Wednesday,5,5,2015,d_1559
2015-05-07,11514,Thursday,6,5,2015,d_1560
2015-05-08,11514,Friday,7,5,2015,d_1561
2015-05-09,11515,Saturday,1,5,2015,d_1562
2015-05-10,11515,Sunday,2,5,2015,d_1563
2015-05-11,11515,Monday,3,5,2015,d_1564
2015-05-12,11515,Tuesday,4,5,2015,d_1565
2015-05-13,11515,Wednesday,5,5,2015,d_1566
2015-05-14,11515,Thursday,6,5,2015,d_1567
2015-05-15,11515,Friday,7,5,2015,d_1568
2015-05-16,11516,Saturday,1,5,2015,d_1569
2015-05-17,11516,Sunday,2,5,2015,d_1570
2015-05-18,11516,Monday,3,5,2015,d_1571
2015-05-19,11516,Tuesday,4,5,2015,d_1572
2015-05-20,11516,Wednesday,5,5,2015,d_1573
2015-05-21,11516,Thursday,6,5,2015,d_1574
2015-05-22,11516,Friday,7,5,2015,d_1575
2015-05-23,11517,Saturday,1,5,2015,d_1576
2015-05-24,11517,Sunday,2,5,2015,d_1577
2015-05-25,11517,Monday,3,5,2015,d_1578
2015-05-26,11517,Tuesday,4,5,2015,d_1579
2015-05-27,11517,Wednesday,5,5,2015,d_1580
2015-05-28,11517,Thursday,6,5,2015,d_1581
2015-05-29,11517,Friday,7,5,2015,d_1582
2015-05-30,11518,Saturday,1,5,2015,d_1583
2015-05-31,11518,Sunday,2,5,2015,d_1584
2015-06-01,11518,Monday,3,6,2015,d_1585
2015-06-02,11518,Tuesday,4,6,2015,d_1586
2015-06-03,11518,Wednesday,5,6,2015,d_1587
